codigo,Tipología de Oficina,Red,Fecha de Apertura,Nombre,Cantidad Puntos de Atención,Dirección,Indicativo,Teléfono Oficina,Fax,codigoOficina,Nombre Oficina Adscrita,Servilinea,Cliente Externo,Abreviado,Código Dane,Municipio,Departamento,Tipo de Ciudad,Uso del suelo,Región,Zona Comercial,Gerencia Administrativa,Horario Normal,Horario Adicional,Servicio Prestado en Horario Adicional,Atencion a personas con Discapacidad,Servicaja,Cajero Automático,Depositario,Kioscos,Multifuncionales ,Servilinea,Internet,Cantidad de filas propuestas ,Fila Invitados ,Fila Preferencial,Fila Clientes,Fila Tarjeta Verde
466,Oficina,PMP,12/01/1943,Pasto,1,Calle 19 N° 24 - 68,52,7 236363 - Cel. Gerente: 318 3558050,,,,7 239686,,42420 - 42421 - 42604,52001,Pasto,Nariño,Intermedia,Comercial,Occidente,OCC - 6 Nariño - Cauca,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,Sábado 9:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,2,0,1,0,Sí,No,4,X,X,X,X
467,Oficina,PMP,15/03/1974,Parque Washington,1,"Carrera 53 N° 79-279 Primer Piso del Centro 
Comercial Royal Washington - Barranquilla",55,3 786761 - 3 686768 - 3 786751 - Cel. Gerente: 318 3955133 - Cel JDS:3182818358,,,,3 504300,,42418 - 42419 - 42599,8001,Barranquilla,Atlántico,Principal,Comercial,Costa,CO - 1 Barranquilla - Norte,Costa,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,4,X,X,X,X
468,Oficina,PMP,04/12/1942,Pereira,1,Carrera 8a N° 18 - 51,56,3 355365 - 3 346629 - 3 334453 - 3 350640 - 3 345814 - Cel. Gerente: 317 3827028 - Cel JDS:3177009982,,,,3 348383,,42422 - 42423,66001,Pereira,Risaralda,Intermedia,Comercial,Antioquia,AN-9  Risaralda,Antioquia,"Lunes a Jueves    8:00 a.m. - 11:30  a.m. /  2:00 p.m.  -  4:00 p.m.                 Viernes  8:00  a.m. - 11:30 a.m.  / 2:00 p.m. - 4:30 p.m.  
",NO,,No,NO,2,1,0,0,Sí,No,4,X,X,X,X
469,Oficina,PMP,25/04/1970,Piedecuesta,1,Calle 9 N° 6-61,57,6 550268 - 6 555798 -  6 550269 - Cel. Gerente: 316 3986402 - Cel JDS:3184723731,,,,6 525500,,42424 - 42425,68547,Piedecuesta,Santander,Población,Comercial,Oriente,OR -6 Casanare - Bucaramanga,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,Lunes a Viernes 5:30 p.m. - 8:00 p.m.   / Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,3,0,0,0,Sí,No,3,X,X,X,
470,Oficina,MB,AL 31 DE ENERO,Jamundi,1,Carrera 10 N° 11-28,52,5 530232 - 5 161064 - Cel. Gerente: 316 2378406,,,,,,,76364,Jamundí,Valle del Cauca,Población,Comercial,Occidente,OCC - 5 Cali - Sur,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m.,Sábado 9:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,3,0,0,0,Sí,No,4,X,X,X,X
471,Oficina,PMP,28/11/1972,Pivijay,1,Calle 6a. N° 14-02,55,4 157372 - 4 157046 - 4 158044 - Cel. Gerente: 318 3796492 - Cel JDS:3163866021,,,,,,42189 - 42426,47551,Pivijay,Magdalena,Población,Residencial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 p.m. / 2:00 p.m. -  4:00 p.m. Viernes   8:00 a.m. - 11:30 p.m. / 2:00 p.m. - 4:30 p.m. ,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
473,Oficina  De  Recaudos Y Pagos,PMP,01/06/1994,Oficina de Recaudos y Pagos Paseo del Comercio,1,Calle 35 N° 16-32,57,6 309404 - 6 309429 - 6 309431,,,,6 525500,,5793,68001,Bucaramanga,Santander,Principal,,Oriente,,Oriente,Lunes a Viernes    8:00 a.m. - 12:00 a.m. / 2:00 p.m. - 5:00 p.m.,NO,,No,NO,1,0,0,0,No,No,2,X,,,X
474,Oficina,PMP,03/06/1996,Piedrapintada,1,Carrera 5a N° 43 -101 ,58,2 652429 - 2 658800 - Cel. Gerente: 315 7688178 -    Cel. Jds 317 4416278 - Cel JDS:3176810092,,,,2 622990,,42527,73001,Ibague,Tolima,Intermedia,Comercial,Central, CE - 7 Tolima,Central,Lunes a Jueves    8:00 a.m. - 11:30 a.m.  /  2:00 p.m.  -  4:00 p.m.                 Viernes  8:00  a.m. - 11:30 a.m.  / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
475,Oficina,MB,AL 31 DE ENERO,Comfandi El Prado Cali,1,Carrera 23  N° D22-88,52,4 860519 - Cel. Gerente: 315 9260146,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -4 Cali - Oriental,Occidente,"Lunes a Jueves  8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m. Viernes 8:00 am. -11:30 a.m. / 2:00 p.m. -4:30 p.m.  
Fin de mes de 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m. 
 ",No,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,2,X,X,,
476,Oficina,PMP,03/12/1964,Belén,1,Calle 30ª N° 75-55,54,2 386670 - 4 564503 - 2 567115 - 3 417746 - Cel. Gerente: 317 5743906 - Cel JDS:3176808805,,,,5 764330,,42229 - 42230,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,AN-6  Medellin Occidental,Antioquia,Lunes - jueves 8:00 a.m.  - 11:30 a.m.  /  2:00 p.m. -  4:00 p.m.                        Viernes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. -  4:30 p.m.,NO,,No,NO,1,0,0,0,No,No,4,X,X,X,X
477,Oficina,MB,AL 31 DE ENERO,Junín,1,Calle 13 N° 23C - 67,52,5 582633 - 6 822346  - Cel. Gerente: 317 4385854,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -4 Cali - Oriental,Occidente,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m. / Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
478,Oficina,PMP,01/10/2013,Carepa,1,Calle 80 N° 77-35 Municipio de Carepa,54,8 238387- 8 239171 - 8 239175 - 8 239176 - Cel. Gerente: 317 4328266 - Cel JDS:3176808915,,,,,,,5147,Carepa,Antioquia,Población,Comercial,Antioquia,AN-4-Antioquia Choco,Antioquia,Lunes a Jueves     8:00 a.m. - 11:30 a.m.  /  2:00 p.m. -  4:00 p.m.                  Viernes  8:00 a.m. - 11:30 a.m.   /  2:00 p.m. - 4:30 p.m.,Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,No,No,3,X,X,X,
479,Oficina,MB,AL 31 DE ENERO,Villa Cespedes Tulua,1,Carrera 26 N° 27-71,52,2 259307 - 2 249583 - Cel. Gerente: 318 5218844,,,,2 321540,,,76834,Tuluá,Valle del Cauca,Población,Comercial,Occidente,OCC -7 Valle del Cauca ,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
480,Oficina,MB,AL 31 DE ENERO,Cañaveralejo,1,Calle 5 N° 56 - 20 con Avenida Guadalupe,52,3 311554 - Cel. Gerente: 316 7484659,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC - 5 Cali - Sur,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes  8:00 a.m. -  11:30 a.m. / 2:00 p.m. -  4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
481,Oficina  De  Recaudos Y Pagos,PMP,15/10/2013,Oficina de Recaudos y Pagos Centro Comercial Gran Estación II,1,Avenida Carrera 60 N° 24-09 Local 1-01 Piso 1,51,3 562939 - 3 562962,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Sur,,Bogotá Sur,Lunes a Viernes    9:00 a.m. -  4:00 p.m. ,NO,,No,0,2,0,0,0,No,No,2,X,,,X
484,Oficina,PMP,21/05/1928,Plaza de Caicedo,1,Carrera 4 N° 11 - 55,52,8 843131 - Cel. Gerente: 317 6352138,,,,8 980077,,42047 - 42052 - 42428,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -2 Cali - Centro,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes  8:00 a.m. -  11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
486,Oficina,PMP,15/12/1983,Unicentro,1,Ciudadela Unicentro Local 113,52,3 396421 - Cel. Gerente: 315 3501119,,,,8 980077,,42075 - 42076 - 42667,76001,Cali,Valle del Cauca,Principal,Centro Comercial,Occidente,OCC - 5 Cali - Sur,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 4:00 p.m. Jornada Continua          Viernes  8:00 a.m. -  4:30 p.m. Jornada continua,Lunes a Viernes 6:00 p.m. - 8:00 p.m.  /  Sábado 10:00 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,3,0,0,0,Sí,No,3,X,X,X,
487,Oficina,PMP,16/12/1991,Alameda,1,Carrera 26 N° 8-20 ,52,4 859895 - Cel. Gerente: 318 3917184,,,,8 980077,, 42082 - 42580 - 42581,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -4 Cali - Oriental,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m. Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,2,X,X,X,
488,Oficina,MB,AL 31 DE ENERO,Ciudad Cordoba,1,Carrera 46 N° 38A 81,52,3 277559  - Cel. Gerente: 315 3258554,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -4 Cali - Oriental,Occidente,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:00 p.m.  Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
490,Oficina,MB,AL 31 DE ENERO,Avenida Tercera,1,Avenida 3a Norte N° 38 A N 10,52,4 899602 - 4 899614 - 4 899623 - 4 899626 - Cel. Gerente: 318 3891769,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -3 Cali - Norte,Occidente,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
491,Oficina,PMP,24/06/2014,Centro Comercial Murano Neiva,1,Transversal 5 N° 6a-83 Sur Local 114 C.C. Murano,58,8 706547 - 8 704326 - 8 707172 - Cel. Gerente: 317 6568029 - Cel Jds 315 8576108 - Cel JDS:3178944474,,,,8 711001,,,41001,Neiva,Huila,Población,Centro Comercial,Central, CE - 9 Neiva - Tolima,Central,Lunes a Jueves     8:00 a.m. - 11:30 a.m. / 2:00 p.m.  -  4:00 p.m.                  Viernes  8:00 a.m. - 11:30 a.m.  / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
492,Oficina,PMP,Antes Dic de 2007,Parque de La Independencia,1,Carrera 7 N° 24-76,51,3 077000 Cód. 492 - 3 348382 - 3 349807 - 3 348324  - Cel. Gerente: 316 2883835 - Cel JDS:3178951549,,,,3 820000  ,3077000 + Cod. Oficina,44492,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 03 Bogota - Centro Oriental,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:00 p.m    Fin de Mes  9:00 a.m. - 3: 30 p.m.,NO,,No,NO,0,0,0,0,Sí,No,3,X,X,X,
493,Oficina,PMP,29/07/2013,Centro Comercial Gran Plaza del  Sol,1,Carrera 32 N° 30-15 Centro Comercial  Gran Plaza del Sol. Locales 269 y 270.,55,3 625281 - 3 646614 -  3624613 - Cel. Gerente: 318 6149811 - Cel JDS:3165375624,,,,3 504300,,,8758,Soledad,Atlántico,Población,Centro Comercial,Costa,CO - 2 Barranquilla - Sur,Costa,Lunes a Jueves y Fin de mes 9:00 a.m. - 12:30 a.m. / 2:00 p.m  4:00 p.m.     Viernes 9:00 a.m. - 12:30 a.m. / 2:00 p.m. - 4:30 p.m..,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,0,2,0,1,1,Sí,No,3,X,X,X,
494,Oficina,PMP,02/09/1970,Plaza de Mercado Valledupar,1,Carrera 12 N°19D-86,55, 5 743869 - 5 743495 - Cel. Gerente: 317 6807538 - Cel JDS:3167579950,5 743495,864,Oficina de Recaudos y Pagos Valledupar,5 714222,, 42433 - 42434,20001,Valledupar,Cesar,Intermedia,Plaza de Mercado,Costa,CO - 4 Cesar,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4.00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4.30 p.m.,No,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
495,Oficina,MB,AL 31 DE ENERO,El Templete Cali,1,Calle 9 N° 29- 28,52,5 543957 - 5 543956 - Cel. Gerente: 315 8508529,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -4 Cali - Oriental,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:00 p.m. Viernes  8:00 a.m. -  11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
496,Oficina,MB,AL 31 DE ENERO,Calle La Herrería,1,Calle 2 N° 6-53,52,8 240024 - Cel. Gerente: 315 6521728,,,,,,,19001,Popayán,Cauca,Población,Comercial,Occidente,OCC - 6 Nariño - Cauca,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,Sí,NO,1,0,0,0,Sí,No,3,X,X,X,
497,Oficina,PMP,06/09/2010,Caldas,1,Calle 129 Sur N° 49-50,54,2 782628 - 2 781469 - 2 78113 - Cel. Gerente: 317 7209916 - Cel JDS:3167595730,,,,5 764330,,,5129,Caldas,Antioquia,Población,Comercial,Antioquia,AN-10  Valle del Aburra sur,Antioquia,"Lunes a Jueves   8:00 a.m.  - 11:30   a.m.  / 2:00 p.m. -  4:00 p.m.          Viernes  8:00 a.m. - 11:30 a.m.   /  2:00 p.m. -  4:30 p.m.  Y los  primeros quince dias del mes de 12:00 p.m. - 2:00 p.m.
",Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,No,No,3,X,X,X,
498,Oficina,PMP,11/03/2008,Centro Comercial Carrera,1,Calle 52 N° 1B – 160,52,4 893712 - Cel. Gerente: 318 5938914,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Centro Comercial,Occidente,OCC -3 Cali - Norte,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m.  / 2:00 p.m. - 4:00 p.m. Viernes  8:00 a.m. -  11:30 a.m.  2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
504,Oficina,PMP,25/05/1982,Avenida Pedro Heredia,1,"Avenida Pedro de Heredia Barrio la Quinta 
Calle 24 N° 1-21 Local 1 y 2 Centro Comercial Colonia Esquina",55,6 693123 - 6 693124 - Cel. Gerente: 317 6798309 - Cel JDS:3168027070,,,,6 642010,,42430 - 42431,13001,Cartagena,Bolivar,Intermedia,Plaza de Mercado,Costa,"CO - 3 Bolívar, San Andrés y Providencia",Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4.00 p.m.  Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4.30 p.m.,No,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
510,Oficina,PMP,03/09/1969,Laureles,1,Carrera 81 N° 40 - 32,54,4 126252 - 4 134810 - 4 132108 - 4124245 - Cel. Gerente: 317 4274573 - Cel JDS:3157543840,,,,5 764330,,42064 - 42065,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,AN-6  Medellin Occidental,Antioquia,"Lunes a Jueves    8:00 a.m. - 11:30  a.m. / 2:00 p.m. -  4:00 p.m.                   Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.
",NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
511,Oficina,MB,AL 31 DE ENERO,Calle 18,1,Calle 18 N° 8-64,51,3 077000 Cód. 511 - 2 811129 - 2 811605 - Cel. Gerente: 318 8387040 - Cel JDS:3155116083,,,,3 820000  ,3077000 + Cod. Oficina,44511,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 03 Bogota - Centro Oriental,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
512,Oficina,MB,AL 31 DE ENERO,Ismael Perdomo,1,Calle 63 sur  N° 72-08,51,3 077000 Cód. 512 - 7 802938 - 7802917 - Cel. Gerente: 316 5261745 - Cel JDS:3188652504,,,,3 820000  ,3077000 + Cod. Oficina,44512,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 01 Bogota - AutoSur,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,2,0,,,Sí,No,3,X,X,X,
513,Oficina,PMP,18/11/2008,Puerto Wilches,1,Carrera 3 N° 2-104,57,6132500 - 6131650 - 6131644 - Cel. Gerente: 3163977356 - Cel JDS:3173785657,,,,6 525500,,,68575,Puerto Wilches,Santander,Población,Comercial,Oriente,OR -4 Magdalena Medio Orien.,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,2,0,0,0,Si,No,3,X,X,X,
514,Oficina,PMP,05/05/1905,Puerto Berrio,1,Carrera 2a N° 8 - 03,54,8  335051 - 8 335053 - 8 335054 - 8 335052  - Cel. Gerente: 316 3991733 - Cel JDS:3176803610,,,,5 764330,, 42437 - 42603,5579,Puerto Berrio,Antioquia,Población,Comercial,Antioquia,AN-4-Antioquia Choco,Antioquia,Lunes a Jueves    8:00 a.m. - 11:30  a.m. / 2:00 p.m.  -  4:00 p.m.                  Viernes  8:00 a.m.  - 11:30 a.m.  / 2:00 p.m. -  4:30 p.m. ,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
516,Oficina,PMP,01/04/2015,Los Patios,1,Avenida 10 N° 26-116,57,5 800422 - 5 800480 - 5 802858 - Cel. Gerente: 316 6166113 - Cel JDS:3184317032,,,,0-18000518877,,,54405,Los Patios,Norte de Santander,Población,Comercial,Oriente,OR -5 Norte de Santander - Arauca,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,0,1,0,0,0,Sí,No,3,X,X,X,
518,Oficina,MB,AL 31 DE ENERO,Argos,1,Carrera 46 N° 56-41,54,2 515172 - 2 517501 - Cel. Gerente: 315 6124176 - Cel JDS:3177008068,,,,5 764330,,,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,AN-2 Medellin Centro,Antioquia,Lunes a Jueves    8:00 a.m. - 11:30  a.m. /  2:00 p.m.  -   4:00 p.m.                Viernes  8:00 a.m.  - 11:30 a.m.  /  2:00 p.m. -  4:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
519,Oficina,MB,28/06/2008,Arbeláez,1,Calle 4 N° 6 – 23,51,8 686062 - 8 686505 - 8 686488 - Cel. Gerente: 318 3907785 - Cel Jds 317 4346058 - Cel JDS:3185218395,,,,3 820000  ,,,25053,Arbeláez,Cundinamarca,Población,Comercial,Central, CE - 3 Girardot,Central,"Lunes a Viernes:   8:00 a.m. - 11:30 p.m. /  1:00 p.m. - 3:00 p.m. 
 ",No,,No,NO,1,0,0,0,No,No,1,X,,,
520,Oficina,PMP,12/03/1974,Popayán,1,Calle 4ª   N° 6-44,52,8 375889 - Cel. Gerente: 317 3772037,,,,,, 42435 - 42436,19001,Popayán,Cauca,Población,Comercial,Occidente,OCC - 6 Nariño - Cauca,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,Sí,NO,2,0,0,0,Sí,No,4,X,X,X,X
524,Oficina,MB,AL 31 DE ENERO,Castilla   ,1,Carrera 68 N° 96-83,54,2 378545 - Cel. Gerente: 317 6610932 - Cel JDS:3182416760,,,,5 764330,,,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,AN-5  Valle del Aburra- NortOcc,Antioquia,Lunes a Jueves    8:00 a.m. - 11:30  a.m.  / 2:00 p.m. -  4:00 p.m.                  Viernes  8:00 a.m. - 11:30 a.m.   /  2:00 p.m. -  4:30 p.m.                                                           ,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
525,Oficina  De  Recaudos Y Pagos,PMP,01-feb.-11,Oficina de Recaudos y Pagos Parque Nacional,1,Carrera 7 N°  35-11,51,2 853100 - 2 853104,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Sur,,Bogotá Sur,Lunes a Viernes    8:00 a.m. - 5:00  p.m. ,NO,,No,NO,0,0,0,0,No,No,2,X,,,X
526,Oficina,PMP,14/01/1954,Quimbaya,1,Carrera 6a N° 14 - 49,56,8 521100 - 8 521179 - Cel. Gerente: 318 7357154 - Cel JDS:3184218128,,,,,,42439 - 42440,63594,Quimbaya,Quindio,Población,Comercial,Antioquia,AN-8 Quindio,Antioquia,"Lunes a Viernes    8:00 a.m. - 11:30  a.m. / 1:00 p.m. - 3:00 p.m. 
",Sábado 8:00 am - 12:00 m,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
528,Oficina,MB,AL 31 DE ENERO,América,1,Calle 44 N° 86-70 P.1,54, 2 526516 - 4 925939 - 2 526497 - 4 960594 - Cel. Gerente: 315 4274329 - Cel JDS:3157007990,,,,5 764330,,,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,AN-6  Medellin Occidental,Antioquia,Lunes a Jueves     8:00 a.m. -11:30  a.m. /  2:00  p.m. -  4:00 p.m.                 Viernes  8:00 a.m.  - 11:30 a.m.  / 2:00 p.m.  -   4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
529,Oficina,PMP,21/01/2013,Centro Comercial Arrecife,1,"Centro Comercial arrecife Carrera 4 N° 11ª - 119 Locales 201 - 202 Piso 2, El Rodadero, Santa Marta",55,4 216953 - 4 220708 - 4 228503 - Cel. Gerente: 317 5580685 - Cel JDS:3188655614,,,,,,,47001,Santa Marta,Magdalena,Intermedia,Centro Comercial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:30 p.m.,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Si,No,3,X,X,X,
530,Oficina,PMP,07/04/1965,Riohacha,1,Carrera 9 N° 3-06,55,7 272275 - 7 273200 - 7 272513 - Cel. Gerente: 315 3681940 - Cel JDS:3176703072,7 273200,,,,,42443 - 42444,44001,Riohacha,La Guajira,Intermedia,Comercial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Jueves y Fin de mes 8:00 a.m - 11:30 a.m. / 2:00 p.m - 4:00 p.m.     Viernes 8:00 a.m -11:30 a.m. / 2:00 p.m -4:30 p.m.,Sábado 9:00 a.m. - 12:00 p.m,Caja / Plataforma,No,NO,2,1,0,0,Sí,No,4,X,X,X,X
531,Oficina,MB,01/03/2006,SAN IGNACIO,1,Calle 49 No. 44 - 50,54,2284298 - 2281059 - 2392455 - 2282323 - Cel JDS:3162984152,,N/A,N/A,5764330,,,5001,MEDELLÍN,Antioquia,PRINCIPAL,COMERCIAL,Antioquia,AN-2 Medellin Centro,ANTIOQUIA,Lunes a Jueves 8:00 a.m - 11:30 a.m / 2:00 p.m - 4:00 p.m / Viernes 8:00 a.m -11:30 a.m. / 2:00 p.m - 4:30 p.m,NO,,NO,2,0,0,0,,,,,,,,
532,Oficina,PMP,13/12/1985,Rionegro,1,Carrera 51 N° 49a - 09 (L.116-117),54,5 613745 - Cel. Gerente: 318  6931599 - Cel JDS:3185470531,,,,5 764330,,42441 - 42442,5615,Rionegro,Antioquia,Población,Comercial,Antioquia,AN-3 - Antioquia ,Antioquia,"Lunes a Jueves     8:00 a.m. - 11:30  a.m. /  2:00  p.m. -  4:00 p.m.                 Viernes  8:00 a.m.  - 11:30 a.m.  /  2:00 p.m.  -  4:30 p.m. 
",Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,No,No,2,X,X,,
534,Oficina,MB,AL 31 DE ENERO,Bello Plaza,1,Carrera 47 N° 51-12,54,6 051361 - 6 051362 - 6 051363 - Cel. Gerente: 316 2579363 - Cel JDS:3188449203,,,,5 764330,,,5088,Bello,Antioquia,Población,Comercial,Antioquia,AN-5  Valle del Aburra- NortOcc,Antioquia,"Lunes a Jueves     8:00 a.m. - 11:30  a.m. /  2:00  p.m. -  4:00 p.m.                Viernes  8:00 a.m.  -  11:30 a.m. / 2:00 p.m. - 4:30 p.m. 
                                                                   ",NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
